userid	post	ques	ans	asker	ans1	severity1	bully1	ans2	severity2	bully2	ans3	severity3	bully3
tabithalocascio	Q: zip up your pants girl!<br>A: hahaha kayy	zip up your pants girl!	 hahaha kayy	JBatmann	No	0	n/a	Yes	2	zip your pants	No	0	n/a
xxrachxx	Q: :)<br>A: =]	:)	 =]	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: are u a virgin? how old are you?<br>A: yes i am a virgin lol and im 14 who wrote this?	are u a virgin? how old are you?	 yes i am a virgin lol and im 14 who wrote this?	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Are you having a great Xmas :D:D:D:D<br>A: yes i did =]	Are you having a great Xmas :D:D:D:D	 yes i did =]	None	Yes	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: are you left handed or right?<br>A: leftttttt :)	are you left handed or right?	 leftttttt :)	TaylorStack	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: are you looking for any bfs atm =)<br>A: No and btw if this is the person i think it is please stop tlking to me lol =]	are you looking for any bfs atm =)	 No and btw if this is the person i think it is please stop tlking to me lol =]	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: are you raging homosexaul like sam carraige? (please say no)!!<br>A: no haha =]	are you raging homosexaul like sam carraige? (please say no)!!	 no haha =]	None	No	0	n/a	No	1	raging homosexaul	No	0	n/a
xxrachxx	Q: are you shemale?<br>A: no im a female haha who wrote this	are you shemale?	 no im a female haha who wrote this	None	No	0	n/a	Yes	3	shemale	Yes	3	shemale
xxrachxx	Q: asian<br>A: *porn	asian	 *porn	jazzibear	No	0	n/a	Yes	7	asian porn	No	0	n/a
xxrachxx	Q: aw ill ask something so u dont go crazy ^_^  ok um what do you want in life :P<br>A: umm money  money  money and short stack haha. =] and jimmy machan and beau taplin my obsessions atm lol =D	aw ill ask something so u dont go crazy ^_^  ok um what do you want in life :P	 umm money  money  money and short stack haha. =] and jimmy machan and beau taplin my obsessions atm lol =D	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Beu03c4ter thu03b1n formspru03b9ng  try http://tr.im/M73W<br>A: i got it lol i dont like it so far.................. :/	Beu03c4ter thu03b1n formspru03b9ng  try http://tr.im/M73W	 i got it lol i dont like it so far.................. :/	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: call you? why would i call you? huuuh? ohky ill give you a hint...16.04.10 where is you green dildo ;)<br>A: u would call me coz i said so and im extremely bored mwhahahaa  im guessing angel but i met more ppl on that day so it could be anyone....	call you? why would i call you? huuuh? ohky ill give you a hint...16.04.10 where is you green dildo ;)	 u would call me coz i said so and im extremely bored mwhahahaa  im guessing angel but i met more ppl on that day so it could be anyone....	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: chest hair mean hair on chest ?  (-_-)?<br>A: hahahahahaha yess. :)	chest hair mean hair on chest ?  (-_-)?	 hahahahahaha yess. :)	jegwon	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: coool photo;<br>A: why thankyou =]	coool photo;	 why thankyou =]	ehhlucy	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: damnit  then im out  my bad for asking :)<br>A: who wrote that please reply lol	damnit  then im out  my bad for asking :)	 who wrote that please reply lol	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Did u know the sky is blue :O unless u get all scientific and say its back ~_~<br>A: really its black if u see it the scientific way how interesting lol	Did u know the sky is blue :O unless u get all scientific and say its back ~_~	 really its black if u see it the scientific way how interesting lol	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: do u like adam turnbullr<br>A: as a friend i spose lol =]	do u like adam turnbullr	 as a friend i spose lol =]	None	No	0	n/a	No	0	n/a	Yes	0	n/a
xxrachxx	Q: Do you believe there&#39;s intelligent life on other planets?<br>A: heck yess.	Do you believe there&#39;s intelligent life on other planets?	 heck yess.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Do you collect people in jars? If so what type of people and why? If you wont put bodies in jar&#39;s how else do you intend on disposing of you&#39;re victims bodies? Ask a question back? :)<br>A: no i dont put ppl in jars but if i want to dispose them nicely i would bury them if i dont i spose i could cut them up in little piec yer i will stop there its kinda gross haha	Do you collect people in jars? If so what type of people and why? If you wont put bodies in jar&#39;s how else do you intend on disposing of you&#39;re victims bodies? Ask a question back? :)	 no i dont put ppl in jars but if i want to dispose them nicely i would bury them if i dont i spose i could cut them up in little piec yer i will stop there its kinda gross haha	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: do you have a bf :)<br>A: yes i have a best friend lol =]	do you have a bf :)	 yes i have a best friend lol =]	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Do you have any scars on your body?  If so  how&#39;d you get them?<br>A: yes......cut my self with a knife (accidentally)...cut myself on the rabbits cage and fell off a chair haha and then i have a random one on my arm and i have either a scar or a dint in my forehead :/	Do you have any scars on your body?  If so  how&#39;d you get them?	 yes......cut my self with a knife (accidentally)...cut myself on the rabbits cage and fell off a chair haha and then i have a random one on my arm and i have either a scar or a dint in my forehead :/	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: do you know who this is?<br>A: nooooo.	do you know who this is?	 nooooo.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: do you like animals?<br>A: why yess i do.	do you like animals?	 why yess i do.	TaylorStack	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: do you like justin bieber<br>A: ummm hes alright haha but not that much.	do you like justin bieber	 ummm hes alright haha but not that much.	TaylorStack	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Do you like pasta?<br>A: yes very much lol =]	Do you like pasta?	 yes very much lol =]	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: do you like shaun diviney?<br>A: why yess i do.	do you like shaun diviney?	 why yess i do.	TaylorStack	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: do you no about the muffen man??r<br>A: possibly whats it to you? RAPE IN A BASKET....yer thats wat i thought..... no i dont no about him.	do you no about the muffen man??r	 possibly whats it to you? RAPE IN A BASKET....yer thats wat i thought..... no i dont no about him.	kaylaLOVEScats	No	0	n/a	No	0	N/A	No	0	n/a
xxrachxx	Q: do you think the jonas brothers are a bunch of faggots? if so your now my best freind :)<br>A: umm im not sure lol i will check my music if i have none of there songs they are lol and............ i have none lol so theres ur answer ha. who wrote this? =]	do you think the jonas brothers are a bunch of faggots? if so your now my best freind :)	 umm im not sure lol i will check my music if i have none of there songs they are lol and............ i have none lol so theres ur answer ha. who wrote this? =]	None	No	0	N/A	No	0	n/a	No	0	n/a
xxrachxx	Q: doodle<br>A: doodle in a box ahaha what a great song.....	doodle	 doodle in a box ahaha what a great song.....	jazzibear	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Favourite song atm (:<br>A: im not completely sure but i would probs have to say off air or here in ur arms.	Favourite song atm (:	 im not completely sure but i would probs have to say off air or here in ur arms.	AmyPeanutStack	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: good to know good to know ;)<br>A: =]	good to know good to know ;)	 =]	None	No	0	n/a	No	0	n/a	No	None	None
xxrachxx	Q: guess who  r u obsest wiv short stack<br>A: omg really i never noticed lol =]	guess who  r u obsest wiv short stack	 omg really i never noticed lol =]	None	No	0	n/a	No	0	n/a	No	None	None
xxrachxx	Q: haha it was kayla that wrote that lol you thought it was phoebe i tricked you hahahahaahahahahah :D<br>A: ....	haha it was kayla that wrote that lol you thought it was phoebe i tricked you hahahahaahahahahah :D	 ....	kaylaLOVEScats	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: haha no then u will be lik o ew that guy ~_~  *runs away* lol<br>A: please lol	haha no then u will be lik o ew that guy ~_~  *runs away* lol	 please lol	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Have you broken any bones?  If so  how?<br>A: yes car crash thingo........ :S lol	Have you broken any bones?  If so  how?	 yes car crash thingo........ :S lol	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: hehe. exactly ;)<br>A: call me? haha jks but sero iim so bored...............r u a pedo?	hehe. exactly ;)	 call me? haha jks but sero iim so bored...............r u a pedo?	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: herpes<br>A: also known as sepreh would you still be my friend if i had herpes?? ps #Fact i always go to spell herpes as herpies haha (her - pies?)	herpes	 also known as sepreh would you still be my friend if i had herpes?? ps #Fact i always go to spell herpes as herpies haha (her - pies?)	jazzibear	Yes	7	herpes	No	0	n/a	No	0	n/a
xxrachxx	Q: HEY. ^_^<br>A: ohaii :)	HEY. ^_^	 ohaii :)	jessieheath	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: heyllo.(:<br>A: ohaii:)	heyllo.(:	 ohaii:)	httpnikkie	No	0	n/a	No	0	n/a	No	0	None
xxrachxx	Q: hi (:<br>A: hi:) how are u haha.	hi (:	 hi:) how are u haha.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: hottest guy you have ever seen in real life?<br>A: umm brian mcfaddern jokes umm umm umm i dont no to be honest so im going with santa reow lol =]	hottest guy you have ever seen in real life?	 umm brian mcfaddern jokes umm umm umm i dont no to be honest so im going with santa reow lol =]	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: I am your most favouritest twitter person =}<br>A: how do you no that??	I am your most favouritest twitter person =}	 how do you no that??	None	No	0	None	No	0	n/a	No	None	None
xxrachxx	Q: i bet you are a .............................NEMO........................STAR.............................SHIT >>..................................COW FAGGET lol<br>A: well zobliviously i cant be them all you n00b lol	i bet you are a .............................NEMO........................STAR.............................SHIT >>..................................COW FAGGET lol	 well zobliviously i cant be them all you n00b lol	None	Yes	6	NEMO........................STAR.............................SHIT >>..................................COW FAGGET lol	Yes	2	Cow Fagget	Yes	7	"""""""i bet you are a .............................NEMO........................STAR.............................SHIT >>..................................COW FAGGET lol"""""""
xxrachxx	Q: I have fallopian tubes.<br>A: hahahahahahahahahaha........................ :)	I have fallopian tubes.	 hahahahahahahahahaha........................ :)	jazzibear	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: i heard youraped all kaylas cat then you killed and aet them for dinner is this ture?? lol<br>A: check your spelling fool haha and while that is debatable.........yes......lily was the best.	i heard youraped all kaylas cat then you killed and aet them for dinner is this ture?? lol	 check your spelling fool haha and while that is debatable.........yes......lily was the best.	kaylaLOVEScats	No	0	N/A	Yes	9	Raped and killed a cat and ate it.	Yes	5	"""""""heard youraped all kaylas cat then you killed and aet them for dinner"""""""
xxrachxx	Q: I just asked the will u go out with me thingg n I was just kiddin<br>A: i dont no who asked it still coz its anonymous lol	I just asked the will u go out with me thingg n I was just kiddin	 i dont no who asked it still coz its anonymous lol	None	No	0	n/a	No	0	n/a	Yes	3	will u go out with me thingg n I was just kiddin
xxrachxx	Q: I ment boyfriend u know  like the kissing the hugging estera.....unless u do that with your best friend lol :D<br>A: lol i knew wat u were talking about i say that to anyone that ask lol and no =]	I ment boyfriend u know  like the kissing the hugging estera.....unless u do that with your best friend lol :D	 lol i knew wat u were talking about i say that to anyone that ask lol and no =]	None	No	0	n/a	No	0	N/A	No	None	None
xxrachxx	Q: i no you love old hairy man boobs flopping around lol<br>A: Hahahahaha ily:)	i no you love old hairy man boobs flopping around lol	 Hahahahaha ily:)	None	No	0	n/a	No	0	n/a	Yes	5	Old hairy Man boobs
xxrachxx	Q: I said 666. The opposite of me.<br>A: ...........999 a girl?? lol oh god why did u make me so stupid??	I said 666. The opposite of me.	 ...........999 a girl?? lol oh god why did u make me so stupid??	jazzibear	No	0	n/a	No	0	N/A	No	0	n/a
xxrachxx	Q: i think its silly u can ask urself questions btw this is my second time doing it lol and my last =]<br>A: i agree with myself lol	i think its silly u can ask urself questions btw this is my second time doing it lol and my last =]	 i agree with myself lol	None	Yes	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: i would rape you..............this is kaylanot pheobe<br>A: its not rape if i enjoy it ;)  *phoebe.	i would rape you..............this is kaylanot pheobe	 its not rape if i enjoy it ;)  *phoebe.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: if u won 30 millon what would u do firstr<br>A: um um um um um um um bank it and then go shopping with a keycard thingo coz then if i got robbed it wouldnt matter as much hahahahahaha	if u won 30 millon what would u do firstr	 um um um um um um um bank it and then go shopping with a keycard thingo coz then if i got robbed it wouldnt matter as much hahahahahaha	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you could ask Barack Obama one question what would it be?<br>A: Be my pen pal?? :)	If you could ask Barack Obama one question what would it be?	 Be my pen pal?? :)	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you could ask George W. Bush one question what would it be?<br>A: hahaha bush... hahahaha.	If you could ask George W. Bush one question what would it be?	 hahaha bush... hahahaha.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you could be invited to one person&#39;s birthday party  whose would it be?<br>A: the queens lol why would i say that oh well haha - weird :/	If you could be invited to one person&#39;s birthday party  whose would it be?	 the queens lol why would i say that oh well haha - weird :/	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you could eat dinner with any person  dead or alive  who would it be and where would you go?<br>A: hitler and i would go to some jewish place lol :D	If you could eat dinner with any person  dead or alive  who would it be and where would you go?	 hitler and i would go to some jewish place lol :D	None	No	0	n/a	No	0	n/a	Yes	10	hitler and i would go to some jewish place lol :D
xxrachxx	Q: If you could eliminate one thing you do each day in the bathroom so you never had to do it again  what would it be?<br>A: ummmm all i do in the bathroom is shower o.O i like my showers.	If you could eliminate one thing you do each day in the bathroom so you never had to do it again  what would it be?	 ummmm all i do in the bathroom is shower o.O i like my showers.	None	No	0	n/a	No	None	None	No	0	n/a
xxrachxx	Q: If you could go back in time 10 years and tell your younger self something  what would it be?<br>A: umm dont start school yet lol	If you could go back in time 10 years and tell your younger self something  what would it be?	 umm dont start school yet lol	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you could go on vacation for the next month with an unlimited budget  where would you go?<br>A: oh god um um um um maybe london =] i dont no somewhere where there is alot of clothes =] =] =]	If you could go on vacation for the next month with an unlimited budget  where would you go?	 oh god um um um um maybe london =] i dont no somewhere where there is alot of clothes =] =] =]	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you could have invented one thing  what would it have been?<br>A: something to make me money.....like lots of money.	If you could have invented one thing  what would it have been?	 something to make me money.....like lots of money.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you could live one day of your life again what day would it be?<br>A: umm short stack 16-04-2010 <3	If you could live one day of your life again what day would it be?	 umm short stack 16-04-2010 <3	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you could wake up as anyone tomorrow  who would it be?<br>A: Bruno	If you could wake up as anyone tomorrow  who would it be?	 Bruno	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you had access to a time machine  where and when would be the first place you travel to?<br>A: Shaun Diviney's house and everyday haha. we would be besties<3 and Andy and Bradie of course =]	If you had access to a time machine  where and when would be the first place you travel to?	 Shaun Diviney's house and everyday haha. we would be besties<3 and Andy and Bradie of course =]	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you had to cook dinner for someone tonight  what would you make?<br>A: toasted cheese sandwich with out the cheese coz i dont no if we have any.	If you had to cook dinner for someone tonight  what would you make?	 toasted cheese sandwich with out the cheese coz i dont no if we have any.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you had to give up one favorite food  what would the most difficult?<br>A: chicken.	If you had to give up one favorite food  what would the most difficult?	 chicken.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you had to throw away either your TV or your computer  which would you choose?<br>A: tv.....u can watch stuff thats been on tv on the computer :D	If you had to throw away either your TV or your computer  which would you choose?	 tv.....u can watch stuff thats been on tv on the computer :D	None	No	None	None	No	0	n/a	No	0	n/a
xxrachxx	Q: If you were stranded on a desert island  which one person would you bring with you?<br>A: if i had to no them kayla......if i didnt.......andy clemmensen haha.	If you were stranded on a desert island  which one person would you bring with you?	 if i had to no them kayla......if i didnt.......andy clemmensen haha.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you won a $1 000 shopping spree for any store  which store would you pick?<br>A: The reject shop....lol joking ummmm supre possibly i dont no. lol	If you won a $1 000 shopping spree for any store  which store would you pick?	 The reject shop....lol joking ummmm supre possibly i dont no. lol	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: If you won a million dollars what would you do with it?<br>A: I would buy my mum a house and a car buy me a house and car buy my brothers a car and with the left over money i would go shopping and concerts (i dont no how much all this cost though lol)	If you won a million dollars what would you do with it?	 I would buy my mum a house and a car buy me a house and car buy my brothers a car and with the left over money i would go shopping and concerts (i dont no how much all this cost though lol)	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Jarrod is god.<br>A: why yes he is.................my mum still wants to no the lotto numbers lol.	Jarrod is god.	 why yes he is.................my mum still wants to no the lotto numbers lol.	jazzibear	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: member me? ;)<br>A: ummm no its anonymous..................haha	member me? ;)	 ummm no its anonymous..................haha	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Need advice? Well then AskThatChick @ http://www.formspring.me/AskThatChickr<br>A: i dont need advice............unless u help people with there sock eating problem....and when i say sock i mean ding dongs.........lol.	Need advice? Well then AskThatChick @ http://www.formspring.me/AskThatChickr	 i dont need advice............unless u help people with there sock eating problem....and when i say sock i mean ding dongs.........lol.	AskThatChick	Yes	3	"""""""unless u help people with there sock eating problem....and when i say sock i mean ding dongs.........lol."""""""	No	0	n/a	No	0	n/a
xxrachxx	Q: ohhh you hoe how dare you you sock eating bitch lol jokes<br>A: mmmmm socks.	ohhh you hoe how dare you you sock eating bitch lol jokes	 mmmmm socks.	None	No	0	n/a	Yes	1	"""hoe, bitch"""	Yes	3	"""Calling someone a """"hoe"""", and a """"bitch"""". Although at the end they claim it to be a joke, they still used demeaning words."""
xxrachxx	Q: -question-<br>A: i like questions please feel free to ask more.	-question-	 i like questions please feel free to ask more.	jazzibear	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: r u retarded ? :P jking<br>A: scientifically probs not but i would say yess lol :S	r u retarded ? :P jking	 scientifically probs not but i would say yess lol :S	None	Yes	1	"""""""r u retarded"""""""	Yes	3	retarded	Yes	2	Retarded
xxrachxx	Q: -rape-<br>A: correction.........sex..........its not rape if i enjoy it ;) lol	-rape-	 correction.........sex..........its not rape if i enjoy it ;) lol	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: -rape-<br>A: o.O accepts......wait wat?	-rape-	 o.O accepts......wait wat?	jazzibear	No	0	n/a	No	None	None	Yes	4	"""""""-rape-"""""""
xxrachxx	Q: reow!!!!!!!<br>A: Reow................	reow!!!!!!!	 Reow................	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Someone had to be stupid.<br>A: D: lol thats so mean get back to writing me a letter.	Someone had to be stupid.	 D: lol thats so mean get back to writing me a letter.	jazzibear	No	0	n/a	No	0	n/a	Yes	6	Someone had to be stupid
xxrachxx	Q: sooo..... do you like mi goreng?<br>A: i have never had it.	sooo..... do you like mi goreng?	 i have never had it.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: spam<br>A: comes in a can?!?	spam	 comes in a can?!?	jazzibear	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: spamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspam SPAM<br>A: spam comes in a can	spamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspam SPAM	 spam comes in a can	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: Star Trek or Star Wars?<br>A: Star Wars.	Star Trek or Star Wars?	 Star Wars.	None	No	0	n/a	No	None	None	No	0	n/a
xxrachxx	Q: thats not a lot of age difference....come on you know you wanna fuck him :P...JOKES<br>A: lol who wrote this :/	thats not a lot of age difference....come on you know you wanna fuck him :P...JOKES	 lol who wrote this :/	None	No	0	n/a	No	0	N/A	No	1	n/a
xxrachxx	Q: Twitter Family <333<br>A: >.< ily haha :)	Twitter Family <333	 >.< ily haha :)	jazzibear	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: u probally wouldnt fuck the others cause everyone loves shaun...... meh i dont.. but i think hes pretty cool tho :P<br>A: i like them all lol	u probally wouldnt fuck the others cause everyone loves shaun...... meh i dont.. but i think hes pretty cool tho :P	 i like them all lol	None	No	0	n/a	No	0	n/a	No	0	N/A
xxrachxx	Q: WAT IS A DERO<br>A: hahahahaha http://lmgtfy.com/?q=What+is+a+dero%3F	WAT IS A DERO	 hahahahaha http://lmgtfy.com/?q=What+is+a+dero%3F	kayla123478787	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What are you getting for Xmas :D<br>A: i got a ipod  ipod dock  clothes and other crap lol =]	What are you getting for Xmas :D	 i got a ipod  ipod dock  clothes and other crap lol =]	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What household chore do hate to do the most?<br>A: any of them haha	What household chore do hate to do the most?	 any of them haha	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: what is ur star sign<br>A: Aries.	what is ur star sign	 Aries.	TaylorStack	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: what kind of hamburger do you like<br>A: ummm i dont no haha i dont think i have ever really had a hamburger but i do like chicken burgers ^.^	what kind of hamburger do you like	 ummm i dont no haha i dont think i have ever really had a hamburger but i do like chicken burgers ^.^	jegwon	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: what makes u smile?<br>A: people writing nice things about me and funny stuff lol :)	what makes u smile?	 people writing nice things about me and funny stuff lol :)	TaylorStack	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What message would you want to put in a fortune cookie?<br>A: dont have phone sex.....you could get hearing aids...or dont be silly wrap ur willy.	What message would you want to put in a fortune cookie?	 dont have phone sex.....you could get hearing aids...or dont be silly wrap ur willy.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What video game have you played the most?<br>A: the most would have to be probs.... super mario? on nintendo something or whatever haha #oldschoolftw.	What video game have you played the most?	 the most would have to be probs.... super mario? on nintendo something or whatever haha #oldschoolftw.	None	No	0	n/a	No	0	N/A	No	0	n/a
xxrachxx	Q: What was the best advice you&#39;ve ever received?<br>A: dont be silly  wrap ur willy! lol	What was the best advice you&#39;ve ever received?	 dont be silly  wrap ur willy! lol	None	No	0	n/a	No	0	n/a	No	0	N/A
xxrachxx	Q: What was the best concert you went to?<br>A: deffo the star girls.......	What was the best concert you went to?	 deffo the star girls.......	None	No	0	N/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What was the best job you&#39;ve ever had?<br>A: a.job.being good pfffft.	What was the best job you&#39;ve ever had?	 a.job.being good pfffft.	None	No	0	n/a	No	0	n/a	No	0	None
xxrachxx	Q: What was the worst concert you went to?<br>A: Star girls....haha I WAS LITTLE they were pretty rad actually....u dont get many jumping comps at concerts any more.	What was the worst concert you went to?	 Star girls....haha I WAS LITTLE they were pretty rad actually....u dont get many jumping comps at concerts any more.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What was the worst place you&#39;ve traveled to?<br>A: Kaylas house...	What was the worst place you&#39;ve traveled to?	 Kaylas house...	None	No	0	n/a	No	0	N/A	No	0	n/a
xxrachxx	Q: What was the worst place you&#39;ve traveled to?<br>A: kaylas house..................oh yer i went there lol jks...ily kayla:) lol.	What was the worst place you&#39;ve traveled to?	 kaylas house..................oh yer i went there lol jks...ily kayla:) lol.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What was your favorite book as a child?<br>A: I dont know but i did like pollyanna?	What was your favorite book as a child?	 I dont know but i did like pollyanna?	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What website do you spend the most time on?<br>A: Twitter	What website do you spend the most time on?	 Twitter	None	No	0	n/a	No	0	N/A	No	0	n/a
xxrachxx	Q: What website do you spend the most time on?<br>A: Twitter.	What website do you spend the most time on?	 Twitter.	None	No	0	N/A	No	0	n/a	No	0	n/a
xxrachxx	Q: What would your dream job look like?<br>A: i dont have a dream job anymore so i dont no.	What would your dream job look like?	 i dont have a dream job anymore so i dont no.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: what your fave band?<br>A: um probs short stack though i dont no haha i listen to a whole lot of different bands.	what your fave band?	 um probs short stack though i dont no haha i listen to a whole lot of different bands.	TaylorStack	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: what your fave colour?<br>A: Purple	what your fave colour?	 Purple	TaylorStack	No	0	None	No	0	n/a	No	0	n/a
xxrachxx	Q: What YouTube video made you laugh recently?<br>A: Fred... something of fred.	What YouTube video made you laugh recently?	 Fred... something of fred.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What&#39;s the furthest you&#39;ve ever traveled?<br>A: queensland.	What&#39;s the furthest you&#39;ve ever traveled?	 queensland.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What&#39;s the longest you&#39;ve ever gone without a bath or shower?<br>A: ummmm possibly a week haha i was cleaning myself haha im not a dirty person but like i had a broken arm anyways im sure it was less then that D:	What&#39;s the longest you&#39;ve ever gone without a bath or shower?	 ummmm possibly a week haha i was cleaning myself haha im not a dirty person but like i had a broken arm anyways im sure it was less then that D:	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What&#39;s the nicest thing someone&#39;s ever done for you?<br>A: i dont no lol =]	What&#39;s the nicest thing someone&#39;s ever done for you?	 i dont no lol =]	None	No	0	n/a	No	None	n/a	No	0	n/a
xxrachxx	Q: What&#39;s the secret to happiness?<br>A: boiled eggs :D hahaha	What&#39;s the secret to happiness?	 boiled eggs :D hahaha	None	No	0	n/a	No	None	None	No	0	n/a
xxrachxx	Q: What&#39;s the weirdest thing you&#39;ve ever eaten?<br>A: i dont no tomato sauce	What&#39;s the weirdest thing you&#39;ve ever eaten?	 i dont no tomato sauce	None	No	0	n/a	No	0	None	No	0	n/a
xxrachxx	Q: What&#39;s your biggest phobia?<br>A: mouses coming into my room when im sleeping....or mabye just mouse in general....if there not someone's pet that is.	What&#39;s your biggest phobia?	 mouses coming into my room when im sleeping....or mabye just mouse in general....if there not someone's pet that is.	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What&#39;s your biggest phobia?<br>A: that a mouse will come in my room at night lol it scares the shit out of me	What&#39;s your biggest phobia?	 that a mouse will come in my room at night lol it scares the shit out of me	None	No	0	n/a	No	0	n/a	No	0	n/a
xxrachxx	Q: What&#39;s your favorite genre of music?<br>A: ummm pop haha i dont no i cant tell music apart......	What&#39;s your favorite genre of music?	 ummm pop haha i dont no i cant tell music apart......	None	No	0	n/a	No	0	n/a	Yes	0	n/a
